Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
250400905000121;1;0;273842;273842;0;8;28;68;90;33;2;2;1;0;3;
250400905000122;1;0;381780;381780;0;3;19;76;101;50;8;2;2;1;2;
250400905000123;1;0;294501;294501;0;16;34;94;85;41;10;4;0;0;6;
250400905000124;1;0;380785;380785;0;10;25;77;120;48;12;2;1;0;17;
250400905000125;1;0;342277;342277;0;9;17;64;96;42;8;6;3;0;8;
250400905000126;1;1;243444;243444;0;13;30;63;88;25;2;1;0;1;9;
250400905000127;1;0;426889;426889;0;4;13;61;125;46;14;9;3;1;1;
250400905000128;1;0;319223;319223;0;12;39;90;124;39;5;3;0;0;10;
250400905000129;1;0;256812;256812;0;17;33;70;108;26;2;0;0;0;8;
250400905000130;1;0;221888;221888;0;9;50;86;84;19;1;0;0;0;12;
250400905000131;1;0;173514;173514;0;19;47;101;57;10;0;0;0;0;12;
250400905000132;1;0;204801;204801;0;7;59;79;79;18;3;0;0;0;11;
250400905000133;1;0;249873;249873;0;11;39;89;103;20;1;1;0;0;5;
250400905000134;1;0;315354;315354;0;12;30;116;113;27;6;2;0;0;5;
250400905000135;1;0;184998;184998;0;11;44;109;72;6;0;2;0;0;13;
250400905000136;1;0;241918;241918;0;17;42;92;105;20;3;0;0;0;9;
250400905000137;1;0;152965;152965;0;27;45;86;57;7;1;0;0;0;32;
250400905000138;1;0;301663;301663;0;16;36;97;96;23;2;3;1;0;27;
250400905000139;1;0;1463559;1463559;0;0;8;30;59;89;46;41;29;18;2;
250400905000140;1;2;758130;757620;510;29;61;145;156;58;22;10;10;4;9;
250400905000141;1;0;1561964;1561964;0;2;12;17;58;74;42;55;39;17;0;
250400905000142;1;0;747005;747005;0;19;34;68;70;52;26;29;11;5;16;
250400905000143;1;1;164257;163237;1020;23;23;40;31;10;6;2;1;0;11;
250400905000144;1;0;717458;717458;0;20;39;66;83;51;28;19;11;4;4;
250400905000145;1;0;1634470;1634470;0;0;9;18;55;74;41;49;38;16;1;
250400905000146;1;1;672025;672025;0;2;12;47;103;99;29;7;5;1;5;
250400905000147;1;0;306273;306273;0;26;37;61;50;26;4;6;4;0;16;
250400905000148;1;0;213490;213490;0;14;40;85;69;16;3;2;0;0;7;
250400905000149;1;0;370837;370837;0;5;21;67;111;54;10;6;2;0;3;
250400905000150;1;0;300889;300889;0;3;23;60;101;45;6;2;1;0;4;
250400905000151;1;0;269510;269510;0;7;25;91;95;31;1;3;0;0;7;
250400905000152;1;1;321959;321449;510;10;31;94;99;37;9;3;0;0;3;
250400905000153;1;0;333268;333268;0;10;20;83;117;36;8;1;0;1;7;
250400905000154;1;0;235352;235352;0;10;19;77;80;33;6;0;0;0;10;
250400905000155;1;0;270560;270560;0;8;44;94;101;24;3;1;0;0;10;
250400905000156;1;0;188709;188709;0;19;38;95;74;10;1;0;0;0;10;
250400905000158;1;0;6660;6660;0;1;2;3;2;1;0;0;0;0;0;
250400905000159;1;0;110856;110856;0;9;21;37;24;15;0;1;0;0;5;
250400905000160;1;4;792747;782229;10518;2;8;39;120;81;25;30;11;1;3;
250400905000161;1;0;934054;934054;0;3;20;31;52;61;37;33;17;8;5;
250400905000162;1;0;809473;809473;0;4;13;49;109;90;22;23;14;2;22;
250400905000163;1;0;778108;778108;0;13;24;82;92;62;16;27;11;1;8;
250400905000164;1;0;737917;737917;0;4;7;20;54;52;29;25;22;7;4;
250400905000165;1;1;1486556;1485356;1200;1;4;13;39;65;47;53;64;20;38;
250400905000166;1;0;492740;492740;0;0;3;11;54;65;30;34;7;2;1;
250400905000167;1;0;133228;133228;0;4;26;49;46;15;2;0;0;0;1;
250400905000168;1;0;311903;311903;0;5;19;36;52;34;20;5;3;0;3;
250400905000169;1;1;355740;355190;550;12;38;101;130;33;6;5;1;0;3;
250400905000170;1;0;270310;270310;0;10;29;90;103;39;2;0;0;1;9;
250400905000171;1;0;556065;556065;0;4;21;71;109;65;23;11;5;1;2;
250400905000172;1;0;712908;712908;0;3;26;61;126;108;29;9;10;1;3;
250400905000173;1;0;502773;502773;0;2;15;83;131;88;15;8;0;0;4;
250400905000174;1;0;402810;402810;0;1;4;13;44;52;18;9;8;3;1;
250400905000175;1;0;649941;649941;0;3;4;20;64;68;27;18;14;3;2;
250400905000176;1;0;965562;965562;0;4;14;34;87;89;30;35;18;6;5;
250400905000177;1;0;1079546;1079546;0;1;6;32;92;101;47;35;16;3;1;
250400905000178;1;1;1316753;1316243;510;0;1;31;79;89;50;57;32;4;5;
250400905000179;1;0;401266;401266;0;5;27;77;105;46;10;3;1;2;2;
250400905000180;1;1;311164;310914;250;14;36;94;112;39;1;1;1;1;5;
250400905000181;1;0;518920;518920;0;3;22;83;123;72;14;7;1;0;2;
250400905000182;1;0;977031;977031;0;6;35;128;175;123;43;22;8;0;14;
250400905000183;1;0;469149;469149;0;1;12;56;79;51;25;14;8;0;0;
250400905000184;1;0;226764;226764;0;4;28;66;82;17;5;2;1;0;1;
250400905000185;1;0;614025;614025;0;2;14;94;138;87;31;9;3;0;3;
250400905000186;1;0;530028;530028;0;2;21;63;94;69;22;12;3;0;4;
250400905000187;1;0;425326;425326;0;1;7;26;58;44;24;11;6;1;4;
250400905000188;1;0;600434;600434;0;1;1;12;48;71;26;23;9;2;1;
250400905000189;1;0;427411;427411;0;6;15;54;76;36;15;12;4;0;5;
250400905000190;1;0;225447;225447;0;44;47;102;89;15;2;0;0;0;11;
250400905000191;1;6;237684;232554;5130;5;27;85;64;23;4;2;2;0;20;
250400905000192;1;0;522986;522986;0;4;19;69;96;59;15;13;3;1;5;
250400905000193;1;0;378023;378023;0;10;26;84;128;42;7;4;1;0;7;
250400905000194;1;0;358403;358403;0;4;21;85;128;48;8;2;2;0;3;
250400905000195;1;0;116920;116920;0;0;1;11;19;20;5;2;0;0;0;
250400905000196;1;2;394943;393701;1242;4;24;74;108;67;12;3;1;0;5;
250400905000197;1;0;500627;500627;0;3;16;73;93;47;16;15;9;1;6;
250400905000198;1;0;702279;702279;0;12;44;123;125;84;27;12;9;0;4;
250400905000199;1;0;167528;167528;0;10;12;52;45;20;5;2;0;0;13;
250400905000200;1;0;1338813;1338813;0;0;1;3;15;23;29;56;56;13;0;
250400905000201;1;0;806727;806727;0;0;1;2;18;32;34;16;25;13;0;
250400905000202;1;2;344610;343370;1240;5;14;38;50;12;6;7;6;2;2;
250400905000203;1;1;215262;214882;380;33;72;129;64;6;2;0;0;0;6;
250400905000204;1;37;278648;267081;11567;53;68;125;101;12;2;2;3;0;23;
250400905000205;1;0;257728;257728;0;23;41;64;81;21;4;0;3;0;4;
250400905000206;1;0;245093;245093;0;6;56;108;96;8;0;1;0;0;15;
250400905000207;1;0;260811;260811;0;41;81;125;88;17;1;0;1;1;28;
250400905000208;1;0;146083;146083;0;11;38;49;29;7;5;3;0;0;11;
250400905000209;1;0;175602;175602;0;13;29;62;49;18;5;2;1;0;7;
250400905000210;1;1;726115;724915;1200;1;8;27;52;38;17;19;21;5;2;
250400905000211;1;0;41919;41919;0;21;17;25;18;1;0;0;0;0;9;
250400905000212;1;0;276973;276973;0;38;87;119;62;17;4;3;0;1;3;
250400905000213;1;0;252120;252120;0;10;29;54;69;23;6;5;1;0;4;
250400905000214;1;0;438186;438186;0;16;44;84;122;54;9;4;3;0;8;
250400905000215;1;0;2286421;2286421;0;0;0;12;16;34;26;55;65;36;1;
250400905000216;1;0;211964;211964;0;7;28;95;86;13;2;1;0;0;11;
250400905000217;1;0;262832;262832;0;12;34;110;104;25;2;0;0;0;2;
250400905000218;1;0;431123;431123;0;10;25;68;82;40;8;6;1;1;5;
250400905000219;1;0;92277;92277;0;7;15;45;29;9;0;0;0;0;3;
250400905000220;1;0;1090493;1090493;0;0;0;8;18;26;32;43;27;9;1;
250400905000221;1;1;911499;910989;510;5;6;52;84;87;44;38;20;2;4;
250400905000222;1;0;117539;117539;0;14;26;43;44;12;0;1;0;0;3;
250400905000223;1;0;337720;337720;0;4;12;35;66;45;14;5;4;0;3;
250400905000224;1;0;419920;419920;0;1;11;26;68;46;24;13;4;0;2;
250400905000225;1;1;433853;433153;700;0;2;19;62;53;25;10;1;1;1;
250400905000226;1;0;333492;333492;0;13;23;108;119;36;6;1;0;0;10;
250400905000227;1;0;667877;667877;0;6;29;83;110;92;25;20;4;3;8;
250400905000228;1;0;547345;547345;0;0;9;67;101;75;23;16;3;1;1;
250400905000229;1;0;299172;299172;0;1;4;17;70;40;13;6;1;1;1;
250400905000230;1;0;209887;209887;0;0;10;24;29;29;10;4;2;0;2;
250400905000231;1;0;410529;410529;0;0;5;44;89;89;23;16;6;0;3;
250400905000232;1;0;327272;327272;0;1;5;39;81;69;15;10;4;2;9;
250400905000233;1;0;44661;44661;0;5;11;27;16;2;0;0;0;0;1;
250400905000234;1;0;776572;776572;0;2;10;35;114;99;36;22;6;3;3;
250400905000235;1;5;301697;295037;6660;8;39;71;74;24;7;5;3;1;32;
250400905000236;1;0;80317;80317;0;3;9;34;33;6;1;0;0;0;2;
250400905000237;1;0;649436;649436;0;0;1;12;44;66;43;41;23;9;5;
250400905000238;1;0;458842;458842;0;0;0;9;32;35;18;28;15;7;16;
250400905000239;1;1;221396;220636;760;17;45;84;78;21;1;1;0;0;9;
250400905000240;1;0;150141;150141;0;8;45;73;69;7;0;0;0;0;1;
250400905000241;1;0;149444;149444;0;31;47;85;57;2;0;0;0;0;29;
250400905000242;1;0;98223;98223;0;15;27;61;37;2;1;1;0;0;6;
250400905000243;1;1;214497;213697;800;15;48;105;89;15;0;0;0;0;4;
250400905000244;1;0;98116;98116;0;14;31;50;43;1;0;0;0;0;7;
250400905000245;1;0;59595;59595;0;15;16;38;23;4;0;0;0;0;3;
250400905000246;1;0;157398;157398;0;34;52;97;49;12;0;0;0;0;6;
250400905000247;1;0;248479;248479;0;12;42;98;94;21;1;0;1;0;2;
250400905000248;1;0;433420;433420;0;1;11;66;106;69;11;4;3;1;4;
250400905000249;1;0;520653;520653;0;3;25;83;129;78;11;13;2;0;1;
250400905000250;1;0;618604;618604;0;15;69;179;190;84;13;6;1;0;5;
250400905000251;1;0;164723;164723;0;12;15;53;61;23;1;2;0;0;3;
250400905000252;1;1;178717;178117;600;24;42;100;64;13;0;0;0;0;4;
250400905000253;1;0;187640;187640;0;18;69;113;62;5;1;0;0;0;21;
250400905000254;1;0;154911;154911;0;23;31;87;73;6;1;0;0;0;19;
250400905000255;1;1;297348;297348;0;5;37;110;118;17;3;1;1;0;17;
250400905000256;1;1;184403;183893;510;11;42;95;57;13;1;0;0;0;3;
250400905000257;1;0;138127;138127;0;36;61;90;37;10;0;0;0;0;15;
250400905000258;1;1;231590;231590;0;41;54;143;74;8;4;1;0;0;19;
250400905000259;1;0;190871;190871;0;13;38;85;83;12;0;1;0;0;6;
250400905000260;1;0;144231;144231;0;37;57;79;56;6;0;0;0;0;2;
250400905000261;1;0;177130;177130;0;22;51;88;70;8;0;0;0;0;10;
250400905000262;1;0;204172;204172;0;7;31;64;82;23;3;0;0;0;7;
250400905000263;1;0;287078;287078;0;6;32;76;99;38;5;3;0;0;12;
250400905000264;1;0;444455;444455;0;1;9;30;73;85;14;9;3;1;0;
250400905000265;1;0;85934;85934;0;12;31;42;29;4;1;0;0;0;6;
250400905000266;1;0;290455;290455;0;2;21;75;107;32;8;3;0;0;2;
250400905000267;1;0;308647;308647;0;7;13;34;67;31;15;5;2;0;1;
250400905000268;1;0;125323;125323;0;2;8;35;34;17;3;1;1;0;7;
250400905000269;1;0;232439;232439;0;4;12;39;61;33;6;3;1;0;1;
250400905000270;1;0;399978;399978;0;3;16;61;112;78;11;5;1;0;24;
250400905000271;1;0;429199;429199;0;7;20;96;134;59;7;2;1;0;1;
250400905000272;1;0;416210;416210;0;4;17;77;105;46;12;9;1;0;2;
250400905000273;1;0;504509;504509;0;2;25;109;155;76;13;2;0;0;4;
250400905000274;1;1;286767;286067;700;11;21;61;69;36;7;0;1;0;11;
250400905000275;1;0;528805;528805;0;6;29;108;185;70;7;3;0;0;5;
250400905000276;1;0;450676;450676;0;4;15;79;140;66;9;2;1;1;2;
250400905000277;1;0;400897;400897;0;4;29;94;124;55;6;5;0;0;2;
250400905000278;1;1;364718;364578;140;8;24;73;130;38;8;1;3;0;7;
250400905000279;1;1;398102;397592;510;8;21;65;108;61;9;2;0;1;0;
250400905000280;1;0;418563;418563;0;7;27;93;109;64;6;1;1;0;23;
250400905000281;1;0;446641;446641;0;3;21;89;147;61;7;4;3;0;3;
250400905000282;1;0;277584;277584;0;0;10;45;78;44;6;4;0;0;1;
250400905000283;1;1;448995;448195;800;7;20;94;111;46;12;7;3;0;18;
250400905000284;1;0;361120;361120;0;5;14;74;119;50;11;4;0;0;1;
250400905000285;1;1;508370;498265;10105;3;12;92;152;75;9;5;3;0;0;
250400905000286;1;0;546914;546914;0;3;27;94;161;61;13;5;3;2;5;
250400905000287;1;0;151097;151097;0;5;26;55;70;10;1;0;0;0;1;
250400905000288;1;0;205076;205076;0;19;43;84;62;15;1;1;1;0;3;
250400905000289;1;0;298988;298988;0;6;29;94;97;46;3;0;0;0;1;
250400905000290;1;0;220582;220582;0;3;18;51;65;30;2;3;0;0;2;
250400905000291;1;0;288221;288221;0;5;46;109;108;19;4;0;0;0;25;
250400905000292;1;0;427085;427085;0;3;20;95;134;64;6;2;0;0;3;
250400905000293;1;0;380286;380286;0;17;46;106;130;52;8;1;0;0;4;
250400905000294;1;0;227074;227074;0;4;27;85;83;17;3;0;0;0;13;
250400905000295;1;0;295387;295387;0;11;48;129;100;33;2;1;0;0;6;
250400905000296;1;0;225971;225971;0;22;54;108;76;15;0;1;0;0;10;
250400905000297;1;0;188844;188844;0;10;68;108;54;5;1;1;0;0;26;
250400905000298;1;0;187205;187205;0;30;69;111;53;8;1;1;0;0;32;
250400905000299;1;0;103657;103657;0;9;24;54;44;5;0;1;0;0;12;
250400905000300;1;0;189754;189754;0;16;53;91;62;11;0;0;2;0;12;
250400905000301;1;1;374164;372964;1200;12;50;125;121;41;4;0;1;0;4;
250400905000302;1;1;388065;387765;300;3;23;72;99;39;8;5;5;0;3;
250400905000303;1;0;587716;587716;0;3;13;76;93;78;25;15;3;0;4;
250400905000304;1;0;658315;658315;0;3;17;64;106;70;11;10;2;3;11;
250400905000305;1;0;281383;281383;0;1;15;35;76;45;9;3;0;0;1;
250400905000306;1;0;512984;512984;0;0;6;34;105;106;23;2;0;0;4;
250400905000307;1;0;682337;682337;0;4;11;42;95;102;31;15;2;1;4;
250400905000308;1;0;416212;416212;0;7;26;92;109;49;12;4;2;1;4;
250400905000309;1;0;400048;400048;0;1;13;66;111;44;12;7;2;0;5;
250400905000310;1;0;476215;476215;0;0;6;67;94;59;18;12;0;1;3;
250400905000311;1;0;280646;280646;0;1;18;63;98;26;6;3;0;0;0;
250400905000312;1;0;378230;378230;0;7;44;118;158;30;2;2;0;0;9;
250400905000313;1;0;512083;512083;0;0;20;51;152;103;23;7;4;0;5;
250400905000314;1;1;102287;102287;0;9;31;49;31;7;0;1;0;0;5;
250400905000315;1;0;110546;110546;0;65;42;75;37;7;0;0;0;0;12;
250400905000316;1;2;155859;154483;1376;37;55;96;53;2;1;1;0;0;13;
250400905000317;1;0;125264;125264;0;30;37;59;43;8;0;2;0;0;2;
250400905000318;1;0;203015;203015;0;10;33;66;85;18;1;1;0;0;11;
250400905000319;1;0;254704;254704;0;27;55;123;86;13;1;1;1;0;9;
250400905000320;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
250400905000321;1;0;335868;335868;0;22;43;80;97;38;7;2;1;0;14;
250400905000322;1;0;172636;172636;0;8;28;70;58;13;3;2;0;0;4;
250400905000323;1;0;316200;316200;0;16;44;132;106;32;2;0;2;0;8;
250400905000324;1;0;228239;228239;0;0;8;19;46;42;16;8;3;1;0;
250400905000325;1;0;98149;98149;0;2;12;15;26;21;2;0;0;1;7;
250400905000326;1;0;100732;100732;0;1;3;12;21;20;2;4;0;0;1;
250400905000327;1;0;344605;344605;0;7;43;110;109;36;2;5;0;0;6;
250400905000328;1;0;185690;185690;0;50;77;118;49;5;3;1;0;0;4;
250400905000329;1;0;136416;136416;0;11;35;75;47;2;1;0;0;0;3;
250400905000330;1;0;9011;9011;0;7;1;11;1;1;0;0;0;0;4;
250400905000331;4;0;258763;258763;0;5;19;78;68;36;5;1;1;1;2;
250400905000332;4;0;304308;304308;0;24;52;107;84;18;6;1;2;2;11;
250400905000333;4;0;140214;140214;0;8;18;54;64;13;1;0;0;0;3;
250400905000334;8;0;208535;208535;0;11;25;67;59;12;6;0;3;1;34;
250400905000335;8;0;72060;72060;0;4;9;23;25;3;0;0;1;0;2;
250400905000336;8;0;107854;107854;0;6;20;40;31;6;1;2;0;0;8;
250400905000337;8;2;48113;46800;1313;6;20;27;18;5;0;0;0;0;1;
250400905000338;8;0;181755;181755;0;21;49;85;49;10;2;3;1;0;8;
250400905000339;1;0;1282575;1282575;0;0;2;5;4;33;33;43;43;17;22;
250400905000340;1;2;1055928;1040028;15900;2;14;60;82;48;24;22;28;8;3;
250400905000341;1;0;112899;112899;0;7;17;30;32;17;1;0;0;0;2;
250400905000342;1;0;391769;391769;0;7;27;54;73;36;15;10;3;0;6;
250400905000343;1;0;978723;978723;0;6;7;29;52;26;15;13;19;15;5;
250400905000344;1;0;176064;176064;0;16;40;88;56;10;1;1;0;0;12;
250400905000345;1;0;297972;297972;0;30;66;130;109;14;1;4;0;0;2;
250400905000346;1;0;212389;212389;0;15;48;92;60;15;4;1;1;0;1;
250400905000347;1;0;32326;32326;0;19;13;20;5;2;1;0;0;0;8;
250400905000348;1;0;417727;417727;0;7;8;36;39;42;21;8;9;0;0;
250400905000349;1;0;175259;175259;0;3;13;42;51;19;6;2;2;0;2;
250400905000350;1;0;51784;51784;0;25;26;28;20;3;0;1;0;0;10;
250400905000351;1;0;762732;762732;0;2;2;6;2;19;8;23;24;23;1;
250400905000353;1;0;675591;675591;0;0;0;0;2;4;7;17;15;17;2;
250400905000354;1;0;355622;355622;0;1;4;15;48;44;15;15;8;0;4;
250400905000355;1;0;1523888;1523888;0;0;1;6;14;41;39;39;61;18;0;
250400905000356;1;0;171320;171320;0;3;16;40;56;22;5;2;0;0;6;
250400905000357;1;0;503311;503311;0;4;23;46;81;42;21;17;4;1;0;
250400905000358;1;0;213473;213473;0;21;65;129;61;14;1;0;0;0;5;
250400905000359;1;0;166687;166687;0;14;21;68;56;17;3;2;0;0;9;
250400905000360;1;0;518306;518306;0;1;10;38;76;77;16;16;5;2;1;
250400905000361;1;1;425297;425297;0;1;7;40;66;63;23;12;5;0;3;
250400905000362;1;0;15834;15834;0;1;1;5;5;2;1;0;0;0;0;
250400905000363;1;0;248932;248932;0;8;32;94;84;25;5;0;1;0;12;
250400905000364;1;0;581765;581765;0;3;5;14;55;47;26;19;8;1;1;
250400905000365;1;0;225865;225865;0;20;35;123;76;15;3;0;0;0;5;
250400905000366;1;0;154654;154654;0;27;36;74;53;11;3;0;0;0;12;
250400905000367;1;0;191151;191151;0;13;38;69;75;23;0;1;1;0;7;
250400905000368;1;0;20810;20810;0;9;7;13;6;1;0;0;0;0;14;
250400905000369;1;0;230449;230449;0;5;56;76;83;20;4;2;0;0;3;
250400905000370;1;0;360287;360287;0;4;15;56;84;57;9;8;1;0;8;
250400905000371;1;0;228873;228873;0;6;24;44;74;32;3;5;1;0;16;
250400905000372;1;0;126163;126163;0;5;11;30;45;25;4;0;0;0;1;
250400905000373;1;0;382183;382183;0;1;3;28;59;60;19;12;1;0;2;
250400905000374;1;0;396031;396031;0;0;10;32;78;73;15;9;1;0;0;
250400905000375;1;0;177871;177871;0;18;44;53;50;22;4;0;0;0;6;
250400905000376;1;0;291857;291857;0;5;20;67;84;38;9;2;0;0;8;
250400905000377;1;0;487127;487127;0;3;8;49;95;74;20;12;2;0;2;
250400905000378;1;0;102556;102556;0;4;12;30;22;16;2;0;1;0;2;
250400905000379;1;0;465875;465875;0;3;7;27;56;72;29;13;7;0;1;
250400905000380;1;0;345168;345168;0;0;8;15;66;52;13;12;3;0;3;
250400905000381;1;0;556687;556687;0;1;11;67;94;79;28;17;4;0;6;
250400905000382;1;0;127070;127070;0;1;15;36;47;9;0;1;0;0;5;
250400905000383;1;0;459038;459038;0;1;9;59;83;48;20;11;7;2;1;
250400905000384;1;3;457729;454149;3580;1;12;34;76;64;17;15;4;0;1;
250400905000385;1;3;481271;476951;4320;1;6;38;83;68;18;8;3;1;3;
250400905000386;1;0;131989;131989;0;5;3;13;44;21;8;6;1;0;1;
250400905000387;1;0;70885;70885;0;0;1;11;29;10;1;3;2;0;1;
250400905000388;1;0;232381;232381;0;2;7;26;43;44;7;5;0;0;1;
250400905000389;1;2;327179;325169;2010;6;39;60;70;43;15;8;0;0;10;
250400905000390;1;0;559615;559615;0;4;8;30;77;63;23;12;8;2;1;
250400905000391;1;0;131808;131808;0;60;68;74;40;1;0;0;0;0;16;
250400905000392;1;0;160902;160902;0;18;38;85;49;9;1;1;0;0;8;
250400905000393;1;0;218714;218714;0;5;28;94;75;19;0;0;1;1;0;
250400905000394;1;0;165110;165110;0;2;29;66;62;18;0;0;0;0;16;
250400905000395;1;0;288513;288513;0;5;38;94;81;36;5;2;0;0;23;
250400905000396;1;1;277050;276750;300;6;27;72;86;37;3;2;0;0;7;
250400905000397;1;0;292058;292058;0;3;15;66;87;40;7;3;1;0;4;
250400905000398;1;0;445034;445034;0;2;11;68;87;79;20;7;2;0;1;
250400905000399;1;0;172351;172351;0;8;39;63;58;12;1;0;0;0;23;
250400905000400;1;1;89572;89122;450;3;17;23;13;7;3;2;1;0;4;
250400905000401;1;0;113765;113765;0;15;41;56;34;8;1;0;0;0;8;
250400905000402;1;0;342750;342750;0;14;20;36;48;30;9;4;0;1;7;
250400905000403;1;0;197585;197585;0;0;7;29;34;27;8;4;4;0;0;
250400905000404;1;0;497802;497802;0;3;7;19;30;33;15;16;16;7;55;
250400905000405;1;0;305733;305733;0;1;6;20;37;29;12;9;3;1;2;
250400905000406;1;0;99290;99290;0;14;32;62;23;6;0;0;0;0;6;
250400905000407;1;0;53852;53852;0;17;27;28;18;1;0;1;0;0;7;
250400905000408;1;0;159492;159492;0;11;32;76;55;15;1;0;0;0;3;
250400905000409;1;0;450336;450336;0;0;1;4;21;42;24;22;15;3;8;
250400905000410;1;1;271595;270995;600;7;24;29;46;45;15;5;1;0;61;
250400905000411;1;0;434593;434593;0;0;8;47;117;79;21;11;0;0;4;
250400905000412;1;0;417547;417547;0;9;32;101;132;42;9;4;5;0;7;
250400905000413;1;0;260595;260595;0;2;23;49;66;30;7;6;2;0;3;
250400905000414;1;0;358672;358672;0;2;3;14;17;18;8;10;18;1;1;
250400905000415;1;0;246893;246893;0;8;19;60;66;17;5;5;2;0;14;
250400905000416;1;0;157660;157660;0;11;35;93;57;10;1;0;0;0;6;
250400905000417;1;0;747086;747086;0;0;0;8;14;42;35;32;19;9;3;
250400905000418;1;0;841125;841125;0;1;6;29;63;67;29;30;16;2;1;
250400905000419;1;0;209322;209322;0;7;26;52;79;27;6;2;0;0;0;
250400905000420;1;0;489516;489516;0;3;11;30;50;51;20;18;8;2;6;
250400905000421;1;0;1317753;1317753;0;0;0;4;12;37;36;40;35;17;0;
250400905000422;1;0;1370962;1370962;0;2;1;7;31;55;38;46;36;13;7;
250400905000423;1;0;998718;998718;0;0;0;3;10;27;27;30;41;16;6;
250400905000424;1;0;1026058;1026058;0;0;0;4;21;52;39;39;26;13;0;
250400905000425;1;1;967848;957848;10000;1;3;10;30;59;41;31;27;3;0;
250400905000426;1;0;946272;946272;0;2;1;16;47;57;39;42;24;5;2;
250400905000427;1;0;352702;352702;0;1;8;57;74;56;10;12;0;0;4;
250400905000428;1;0;600893;600893;0;0;1;7;20;60;34;30;23;5;7;
250400905000429;1;0;270757;270757;0;12;26;98;76;26;3;3;1;0;6;
250400905000430;1;0;191464;191464;0;15;30;78;66;15;2;0;1;0;3;
250400905000431;1;0;2615499;2615499;0;0;0;6;13;21;37;50;71;40;1;
250400905000432;1;0;180909;180909;0;0;1;10;11;19;6;5;8;1;4;
250400905000433;1;1;418842;418152;690;37;119;198;136;26;3;1;1;0;9;
250400905000434;4;0;60282;60282;0;0;1;3;2;0;0;0;2;1;0;
250400905000435;1;0;63541;63541;0;0;3;13;17;6;2;0;1;0;1;
250400905000438;1;0;38323;38323;0;3;14;20;11;4;0;0;0;0;2;
250400905000439;1;0;61420;61420;0;8;7;30;26;4;0;0;0;0;4;
250400905000440;1;0;250086;250086;0;2;7;27;66;22;10;6;2;0;2;
250400905000441;1;2;201493;200983;510;22;40;73;62;19;5;1;0;0;14;
250400905000442;1;0;127529;127529;0;5;16;42;43;20;1;0;0;0;4;
250400905000443;1;0;95429;95429;0;39;37;38;40;4;1;0;0;0;22;
250400905000444;1;0;281328;281328;0;3;13;46;67;35;12;4;2;0;7;
250400905000445;1;1;39490;38910;580;16;13;30;9;2;1;0;0;0;9;
250400905000446;1;0;292429;292429;0;5;10;50;87;37;8;4;1;0;1;
250400905000447;1;0;55365;55365;0;9;11;23;19;6;0;0;0;0;2;
250400905000448;1;1;190722;189972;750;4;26;56;62;24;2;1;0;0;7;
250400905000449;1;0;133445;133445;0;1;11;31;43;18;3;2;1;0;0;
250400915000001;1;0;55700;55700;0;3;7;18;13;13;1;0;0;0;0;
250400915000002;8;0;156643;156643;0;18;43;70;63;5;1;1;0;0;3;
250400915000003;8;0;168285;168285;0;50;50;83;65;6;0;1;0;0;16;
250400915000004;8;0;284363;284363;0;35;73;106;116;9;1;1;2;0;11;
250400915000005;8;0;129673;129673;0;24;47;50;46;10;2;0;0;0;5;
250400915000006;5;0;61326;61326;0;5;13;21;23;3;1;0;0;0;4;
250400920000001;1;0;164355;164355;0;19;33;74;63;16;1;1;0;0;13;
250400920000002;1;1;175807;175294;513;10;29;67;75;31;1;0;0;0;13;
250400920000003;1;0;125885;125885;0;25;36;61;58;12;1;0;0;0;9;
250400920000004;1;0;232497;232497;0;23;34;95;91;15;4;2;0;0;7;
250400920000005;8;0;125354;125354;0;18;19;44;47;8;1;1;0;0;4;
250400920000006;8;1;108800;108677;123;11;28;32;34;8;2;1;0;0;1;
250400920000007;8;0;80816;80816;0;3;19;41;31;12;0;0;0;0;1;
250400920000008;8;0;91886;91886;0;19;22;35;29;10;2;0;0;0;4;
250400920000009;8;0;152140;152140;0;25;49;62;55;8;0;2;0;0;10;
250400920000010;4;0;25074;25074;0;0;3;6;9;3;0;0;0;0;0;
250400920000011;1;0;202983;202983;0;10;37;80;76;21;1;0;1;0;16;
250400920000012;1;0;106820;106820;0;11;35;45;34;12;2;0;0;0;88;
250400920000013;1;0;157619;157619;0;3;11;34;56;21;0;2;0;0;3;
250400925000001;1;1;406655;406155;500;25;41;102;137;49;16;2;0;0;4;
250400925000002;1;0;268140;268140;0;7;19;48;96;37;5;1;0;0;5;
250400925000003;1;0;231957;231957;0;19;36;86;86;23;4;0;0;1;8;
250400925000004;1;0;231140;231140;0;26;67;108;85;16;1;2;0;0;14;
250400925000005;1;0;164339;164339;0;2;11;37;67;21;2;0;0;0;4;
250400925000006;8;23;58838;52339;6499;9;14;27;24;6;2;0;0;0;7;
250400925000007;4;0;42105;42105;0;4;12;26;6;1;0;0;1;0;1;
250400925000008;8;0;162743;162743;0;7;25;52;61;10;1;0;3;0;7;
250400925000009;8;0;74490;74490;0;13;16;19;29;6;1;0;0;0;7;
250400925000010;8;0;152128;152128;0;20;30;75;69;6;0;1;0;0;13;
250400925000011;8;0;98726;98726;0;20;28;42;42;7;0;1;0;0;8;
250400925000012;8;0;82871;82871;0;7;15;32;34;8;0;0;0;0;1;
